id,comment_count,favorite_count,score
1685751,4,,2
1722601,4,,3
1777400,4,,21
1316012,4,,22
1354678,4,,36
1644654,5,,0
1422298,5,,1
1655198,5,,1
1536502,5,,2
1439518,5,,5
1788014,5,,5
1613906,5,,7
1366733,5,,10
1463274,5,,10
1583270,5,,19
1524962,5,,35
1771635,5,,41
1382409,5,,42
1291099,5,,48
1703329,5,,52
1385905,5,,57
1448859,5,,64
1626809,5,,64
1748451,5,,71
1504959,5,,78
1668358,5,,190
1728081,6,,2
1310185,6,,3
1368135,6,,4
1614568,6,,8
1647069,6,,18
1345539,6,,20
1274803,6,,25
1295594,6,,26
1356508,6,,49
1546883,6,,56
1549211,6,,63
1400812,6,,66
1545921,6,,369
1555307,6,,215
1457902,7,,9
1483172,7,,27
1442537,7,,41
1703210,7,,56
1621973,7,,79
1298850,8,,13
1863224,8,,275
1746151,8,,346
1825573,8,,443
1453500,9,,14
1839290,9,,31
1572257,9,,53
1810295,9,,197
1779306,9,,202
1776587,11,,14
1662916,11,,180
1496328,12,,260
1598385,12,,772
1286921,12,,50
1591653,12,,60
1604480,12,,624
1338756,12,,646
1729545,13,,776
1514309,13,,291
1832461,13,,65
1832328,13,,332
1547267,13,,107
1565469,13,,196
1563170,14,,91
1658554,14,,162
1443240,15,,528
1309934,15,,505
1306837,16,,374
1486931,17,,402
1379556,18,,323
1878983,19,,1855
1610454,19,,153
1344258,19,,466
1329605,19,,247
1564466,22,,59
1415968,22,,324
1759575,32,,1102
1344255,37,,426
17859316,1,,0
17865114,1,,0
17878786,1,,0
17940424,1,,0
17977580,1,,0
18098104,1,,0
18119480,1,,0
18160781,1,,0
18178531,1,,0
18184400,1,,0
18222565,1,,0
18304930,1,,0
18319939,1,,0
18331692,1,,0
18333719,1,,0
18360769,1,,0
18364145,1,,0
18364743,1,,0
18386412,1,,0
18394781,1,,0
18402101,1,,0
18405855,1,,0
18409242,1,,0
18409710,1,,0
18412118,1,,0
18412122,1,,0
18412890,1,,0
18413377,1,,0
18414148,1,,0
18414255,1,,0
18414713,1,,0
18415884,1,,0
18416449,1,,0
18416483,1,,0
18416768,1,,0
18416976,1,,0
18418603,1,,0
18419676,1,,0
18420406,1,,0
18422213,1,,0
18422956,1,,0
18424574,1,,0
18424621,1,,0
18424645,1,,0
18425228,1,,0
18425340,1,,0
18426402,1,,0
18427158,1,,0
18428040,1,,0
18429652,1,,0
18431023,1,,0
18431265,1,,0
18431509,1,,0
18431869,1,,0
18432924,1,,0
18433323,1,,0
18434914,1,,0
18436795,1,,0
18438492,1,,0
18438714,1,,0
18439588,1,,0
18440176,1,,0
18440992,1,,0
18442725,1,,0
18443816,1,,0
18444119,1,,0
18444852,1,,0
18445025,1,,0
18445047,1,,0
18445634,1,,0
18445838,1,,0
18445868,1,,0
18447312,1,,0
18447802,1,,0
18448178,1,,0
18448823,1,,0
18449077,1,,0
18449603,1,,0
18452005,1,,0
18452358,1,,0
18452495,1,,0
18454656,1,,0
18455649,1,,0
18455707,1,,0
18456587,1,,0
18457021,1,,0
18457723,1,,0
18458136,1,,0
18458700,1,,0
18458925,1,,0
18459143,1,,0
18460558,1,,0
18461949,1,,0
18462417,1,,0
18462911,1,,0
18463134,1,,0
18463725,1,,0
18463792,1,,0
18463874,1,,0
18466780,1,,0
18468200,1,,0
18469149,1,,0
18469458,1,,0
18469735,1,,0
18471806,1,,0
18474370,1,,0
18475114,1,,0
18476376,1,,0
18477137,1,,0
18479325,1,,0
18479482,1,,0
18480082,1,,0
18480173,1,,0
18483650,1,,0
17871163,1,,1
17923182,1,,1
17925310,1,,1
17954156,1,,1
17969052,1,,1
18028026,1,,1
18038143,1,,1
18132068,1,,1
18138246,1,,1
18155131,1,,1
18258041,1,,1
18275846,1,,1
18335318,1,,1
18345894,1,,1
18361197,1,,1
18403103,1,,1
18403576,1,,1
18405624,1,,1
18409052,1,,1
18412924,1,,1
18412935,1,,1
18413098,1,,1
18413513,1,,1
18415917,1,,1
18418606,1,,1
18421201,1,,1
18421348,1,,1
18427719,1,,1
18427841,1,,1
18430902,1,,1
18433092,1,,1
18433201,1,,1
18435931,1,,1
18436187,1,,1
18436521,1,,1
18436697,1,,1
18438254,1,,1
18439459,1,,1
18440009,1,,1
18441042,1,,1
18442967,1,,1
18443712,1,,1
18447498,1,,1
18452121,1,,1
18453955,1,,1
18454862,1,,1
18455727,1,,1
18456206,1,,1
18456393,1,,1
18456722,1,,1
18457006,1,,1
18457273,1,,1
18457892,1,,1
18458675,1,,1
18463060,1,,1
18463132,1,,1
18463424,1,,1
18463879,1,,1
18465129,1,,1
18466094,1,,1
18466336,1,,1
18466707,1,,1
